time,x,y,z
10005,-3.447,12.431,5.497
10015,-3.141,12.967,5.956
10026,-1.992,10.975,1.972
10036,-2.604,9.443,-0.632
10046,-3.83,7.68,-2.087
10055,-4.52,6.608,-2.317
10065,-5.056,5.382,-0.325
10076,-4.29,4.462,1.359
10085,-4.443,3.466,2.739
10098,-4.29,2.7,3.045
10106,-3.601,1.781,3.505
10115,-3.371,1.551,3.581
10125,-3.141,1.628,2.585
10135,-2.988,2.087,2.892
10146,-2.758,2.394,3.658
10155,-2.145,2.087,2.355
10165,-1.762,2.317,2.585
10175,-1.608,2.164,3.888
10185,-1.149,1.934,4.424
10196,-0.306,1.474,4.654
10205,0,1.551,5.037
10702,0.229,1.704,5.497
10703,0.229,1.704,5.497
10706,0.383,1.704,5.956
10715,0.689,2.547,6.416
10725,0.766,3.39,7.106
10735,0.612,5.535,6.569
10745,-0.229,8.217,7.489
10755,-0.996,14.116,8.178
10766,-1.915,19.02,5.42
10775,-6.665,24.843,-0.861
10785,-10.726,25.762,-2.7
10795,-7.738,16.261,5.803
10805,-4.367,10.439,10.707
10815,0.536,4.156,12.162
10825,2.298,1.474,11.166
10836,2.451,1.091,6.11
10845,-0.459,2.777,1.666
10855,-6.665,4.922,-2.777
10865,-8.734,6.454,-1.321
10875,-8.964,7.987,0.976
10885,-10.496,10.209,4.654
10895,-11.952,12.66,6.11
10906,-7.278,20.705,8.945
10915,-4.213,21.471,9.251
10925,-2.988,11.588,3.658
10935,-3.141,5.918,0.21
10945,-4.52,2.087,0.287
10956,-4.52,0.785,2.202
10965,-2.758,0.861,5.573
10975,-2.681,2.011,3.122
10985,-3.601,4.692,-1.245
10995,-4.597,6.608,-3.313
11006,-4.98,8.753,-4.156
11015,-4.98,9.826,-4.692
11025,-4.367,10.745,-3.16
11035,-4.29,11.205,-2.011
11046,-3.601,11.205,-0.325
11055,-2.604,10.439,1.359
11065,-2.528,9.979,1.206
11075,-2.145,9.136,1.053
11085,-1.838,8.523,1.513
11096,-1.915,7.987,1.436
11105,-2.145,7.91,0.517
11115,-1.915,7.221,-0.249
11126,-1.992,6.914,-0.555
11135,-2.068,6.838,-1.857
11145,-2.068,6.761,-2.087
11156,-1.685,6.838,-2.011
11165,-1.762,6.684,-1.474
11175,-2.221,6.914,-2.011
11186,-2.145,6.838,-1.398
11195,-1.838,6.838,-0.708
11205,-1.685,7.067,-0.632
11215,-1.838,7.451,-0.402
11225,-2.298,7.604,-0.019
11235,-2.528,7.68,0.134
11246,-2.911,7.91,-0.019
11255,-2.911,7.987,-0.172
11265,-2.681,8.293,-0.325
11275,-3.217,7.987,1.053
11285,-4.06,7.987,2.509
11295,-3.907,8.14,3.275
