time,x,y,z
48,-3.30400,-8.79151,1.65679
99,-3.22738,-8.84897,1.65679
149,-3.24654,-8.77236,1.63763
202,-3.30400,-8.89685,1.59933
249,-3.22738,-8.73405,1.65679
298,-3.30400,-8.82024,1.58975
348,-3.35188,-8.85855,1.64721
398,-3.39019,-8.80109,1.62806
449,-3.39977,-8.68616,1.83875
499,-3.15077,-9.05966,1.86748
548,-3.06458,-8.44674,1.71425
598,-3.00712,-8.44674,1.77171
649,-2.88262,-8.01579,1.34075
699,-2.80600,-8.25521,1.24498
749,-1.56102,-3.66792,2.68151
799,-3.38061,-10.54406,3.37104
849,-1.93451,-5.55455,3.12204
898,-2.26013,-10.13226,3.25611
949,-2.25055,-9.19373,1.37906
999,-3.62961,-10.17057,0.66080
1048,-2.32716,-9.16500,1.90578
1098,-2.00155,-10.41957,4.24253
1148,-1.56102,-8.77236,-0.23942
1201,-4.93206,-12.49773,4.95121
1248,-0.95768,-10.73560,1.17795
1298,-1.76213,-7.46991,0.70868
1348,0.28730,-3.06458,5.56412
1398,-7.82425,-5.55455,4.87459
1449,3.11246,-13.51287,3.57215
1499,-3.16035,-9.97903,-4.49152
1548,-2.78685,-10.35253,-0.95768
1598,2.77727,-9.43316,0.64165
1648,-0.57461,-9.09797,0.50757
1699,-2.03028,-9.20331,-1.29287
1749,-1.48441,-9.98861,-0.43096
1798,-0.43096,-9.48104,-1.28329
1848,-0.67038,-9.59596,0.08619
1899,-0.49799,-10.02692,-0.47884
1948,-0.57461,-9.84496,0.76614
1998,-3.63919,-10.10353,-1.50356
2049,-3.59130,-11.93270,-0.87149
2098,-1.81002,-10.79306,2.41336
2148,0.23942,-9.39485,0.94810
2198,0.97683,-12.67012,-2.36547
2251,-1.04387,-11.26232,1.35991
2299,-0.75657,-8.87770,-0.06704
2349,-0.20111,-8.27436,-0.08619
2399,0.90022,-8.50420,0.10534
2448,0.47884,-7.13472,0.85234
2498,-0.05746,-7.11557,1.43652
2549,-1.71425,-8.89685,3.96480
2599,-5.58328,-10.10353,4.92248
2648,-3.08373,-9.19373,2.08774
2699,0.88107,-10.88883,1.71425
2748,-1.22583,-15.44739,5.36301
2798,3.36146,-4.18506,-3.48596
2849,-0.95768,-10.77391,-1.70467
2899,-5.01825,-9.83538,1.19710
2949,1.51314,-8.91601,-0.66080
2999,-1.57060,-10.02692,0.22984
3048,-1.27372,-8.76278,-0.74699
3098,-0.67995,-9.44273,-0.22027
3149,-0.04788,-9.37569,-0.47884
3199,0.11492,-9.75877,-0.47884
3249,-1.20668,-9.85453,1.09176
3301,-1.17795,-10.56322,0.40223
3348,-5.89931,-10.62068,-1.34075
3398,-4.03184,-13.75229,1.80044
3449,1.18752,-9.59596,0.13408
3499,-0.10534,-11.62624,-2.28886
3548,-1.03430,-10.03649,-0.06704
3598,-0.92895,-8.84897,-0.45011
3648,-0.68953,-8.86812,-0.22984
3698,0.75657,-8.97347,0.45969
3748,1.03430,-7.85298,1.16837
3798,-0.30646,-8.32224,2.12605
3849,-2.70066,-8.24563,3.31358
3898,-4.85544,-9.95988,3.11246
3948,-1.55144,-8.75320,2.41336
3998,0.90022,-11.96143,2.48997
4049,1.22583,-7.94875,-1.33118
4098,-1.14922,-10.50576,0.09577
4148,-2.22182,-9.06924,-1.70467
4199,-0.90980,-10.17057,-1.52271
4249,-0.41180,-9.76834,-1.22583
4300,-0.04788,-8.96389,-0.14365
4348,-0.50757,-9.70131,-0.82361
4398,-0.16281,-9.38527,-0.65122
4449,0.00000,-9.89284,0.15323
4499,-2.57616,-9.19373,-0.40223
4548,-0.30646,-10.60153,0.44053
4599,-5.53539,-10.46745,-1.13006
4649,-3.01669,-12.58392,1.91536
4698,0.97683,-10.66856,0.80445
4749,2.94008,-12.66054,-1.16837
4798,0.62249,-10.21845,0.90980
4848,-0.64165,-8.81066,0.06704
4898,0.56503,-7.96790,1.35033
4949,0.62249,-8.59997,1.85790
4999,-1.08218,-7.87214,0.84276
5048,-0.82361,-7.93917,1.77171
5099,-0.58419,-7.75721,1.49398
5149,-2.10690,-8.92558,3.64876
5199,-4.36702,-10.04607,3.59130
5249,-2.18351,-9.26077,4.26168
5301,1.00556,-11.85609,1.68552
5349,-2.08774,-11.16656,4.69264
5399,1.80044,-7.40287,-1.94409
5448,-1.07260,-10.27591,-1.34075
5498,-1.50356,-9.27993,-0.80445
5548,0.57461,-9.14585,-0.90980
5599,-0.88107,-9.66300,-1.58975
5649,-0.45969,-9.02135,-1.13964
5698,-0.53630,-9.96946,-0.77572
5748,-0.45011,-9.76834,0.00000
5799,-2.71981,-9.10754,-1.81959
5849,-1.88663,-9.42358,-1.00556
5898,-0.59376,-9.91199,-0.17238
5948,-1.05345,-9.64384,-1.37906
5998,-0.70868,-9.99819,-0.60334
6049,-4.23295,-11.18571,-0.38307
6099,-3.62003,-12.27747,0.29688
6149,2.30801,-11.30063,1.24498
6198,2.44209,-11.92312,-0.85234
6248,-1.34075,-10.15141,0.62249
6301,0.24900,-8.94474,-1.32160
6348,0.47884,-7.88171,0.34477
6398,0.67995,-7.87214,0.96726
6448,0.67038,-6.77080,0.25857
6499,-0.84276,-7.12514,1.08218
6549,-3.45723,-9.45231,4.99909
6598,-5.38217,-11.43471,4.41491
6648,0.10534,-10.75475,2.96881
6699,-0.98641,-15.25585,2.77727
6749,0.75657,-4.73094,-4.06057
6799,1.15879,-10.22803,-0.34477
6849,-4.56814,-8.45632,-1.50356
6899,1.94409,-10.05565,-0.16281
6949,-1.58975,-9.51935,-1.73340
6999,0.00000,-9.20331,-1.26414
7049,-0.02873,-9.38527,-1.42694
7099,-0.38307,-9.53850,-0.58419
7149,-1.50356,-9.75877,-0.53630
7199,-1.41737,-9.92157,-0.16281
7249,-1.54187,-9.93115,-0.94810
7299,-2.77727,-10.40041,-0.87149
7351,-5.05655,-11.89439,0.68953
7399,0.24900,-11.32936,4.90333
7449,3.83072,-12.05720,-2.57616
7499,-0.16281,-13.03403,2.26013
7549,-1.82917,-9.76834,-0.03831
7599,0.68953,-7.81467,0.35434
7649,0.44053,-6.29196,0.65122
7698,1.13006,-6.39731,0.50757
7748,-0.89064,-6.11000,1.66636
7798,-6.55054,-10.82179,7.65187
7848,-4.11803,-9.93115,2.85389
7899,1.22583,-14.90151,4.75967
7949,2.54743,-3.80199,-4.12760
7999,1.85790,-10.93671,-0.48842
8048,-3.92649,-9.81623,-1.43652
8098,0.12450,-8.94474,0.16281
8148,-1.21625,-10.50576,-0.76614
8198,-1.16837,-8.79151,-0.88107
8249,-0.43096,-9.41400,0.05746
8299,-0.30646,-9.33739,-0.40223
8352,-1.46525,-9.52892,-1.42694
8399,-0.78530,-9.17458,1.28329
8449,-1.78129,-10.14184,-0.65122
8499,-1.97282,-10.27591,-1.00556
8549,-4.00311,-13.57991,0.64165
8599,-0.33519,-10.83137,2.83473
8648,2.09732,-10.33337,0.03831
8698,3.02627,-12.44027,-0.98641
8748,-4.39575,-9.77792,-0.95768
8799,1.02472,-7.89129,0.08619
8848,0.05746,-7.65187,0.62249
8898,1.45567,-7.01980,0.47884
8948,-0.66080,-6.61757,1.23541
8998,-2.58574,-8.41801,4.43406
9048,-6.35900,-10.76433,3.50511
9098,-2.91135,-9.10754,2.30801
9148,2.00155,-12.27747,3.19865
9199,-2.32716,-12.60308,4.79798
9249,2.25055,-4.02226,-4.29041
9299,-1.80044,-12.03805,-0.06704
9348,-2.28886,-8.44674,0.10534
9400,1.45567,-9.70131,-0.64165
9449,-2.91135,-9.43316,-0.13408
9499,0.29688,-9.27993,-0.69911
9549,-0.76614,-9.50019,0.32561
9599,-0.90980,-9.19373,-0.79487
9649,-1.84832,-9.53850,-0.37350
9699,-1.36948,-8.65743,-0.29688
9749,-1.74298,-11.01333,-0.57461
9799,-4.58729,-12.52646,0.22027
9849,-1.31202,-11.03248,2.78685
9899,1.72383,-10.13226,1.35033
9949,3.96480,-12.89038,-1.60890
9999,-5.11401,-9.82580,-0.88107
10049,1.42694,-7.94875,0.01915
10099,0.17238,-7.10599,0.81403
10149,0.89064,-7.38372,1.38864
10199,-0.94810,-6.54096,0.61292
10249,-2.15478,-8.50420,3.55300
10299,-5.17148,-10.04607,4.82671
10349,-3.09331,-9.52892,2.92093
10400,2.67193,-13.60864,4.32872
10449,-2.78685,-8.22648,0.47884
10499,5.00867,-6.97192,-1.18752
10549,-1.59933,-10.81221,-0.17238
10598,-0.73741,-8.76278,-1.65679
10648,0.31603,-10.45787,-0.23942
10698,-2.26013,-9.50019,0.76614
10748,-1.13964,-9.12670,-0.63207
10798,-0.92895,-9.29908,-0.39265
10848,-1.13006,-8.95431,-1.04387
10898,-1.00556,-9.49062,-0.73741
10948,-0.94810,-9.18416,-0.78530
10998,-1.02472,-9.83538,0.00958
11048,-2.65278,-11.42513,-0.51715
11099,-4.47237,-12.93827,0.92895
11148,0.62249,-11.17613,4.29999
11198,2.99754,-11.17613,-1.65679
11248,-0.45011,-12.21043,1.87705
11298,-0.48842,-8.90643,-0.11492
11348,0.65122,-7.47949,0.61292
11401,0.60334,-7.18261,1.04387
11448,0.01915,-7.00065,1.13964
11498,-1.96325,-7.67102,2.20267
11548,-5.44920,-10.28549,5.85143
11598,-4.66391,-9.80665,3.41892
11648,0.96726,-8.27436,1.13964
11698,0.40223,-13.77145,2.86347
11748,-1.14922,-6.75165,-4.37660
11798,4.76925,-8.80109,-0.23942
11848,-5.40132,-10.46745,-1.62806
11899,1.01514,-9.02135,-0.41180
11949,-1.62806,-9.99819,-1.35991
11999,-0.58419,-8.73405,-1.32160
12049,-0.83318,-9.74919,-0.47884
12099,-0.08619,-9.47146,-0.76614
