time,x,y,z
10001,-3.371,6.761,0.287
10012,-3.524,6.838,-0.325
10021,-3.984,6.991,-0.938
10032,-4.826,7.067,-0.938
10041,-5.209,6.531,-0.172
10052,-5.133,6.531,0.134
10061,-4.75,6.914,1.053
10072,-4.29,7.527,0.363
10081,-3.984,7.834,0.134
10091,-3.83,7.91,-0.249
10101,-3.217,7.987,-0.785
10112,-2.988,7.987,-0.632
10121,-2.988,8.14,-0.402
10131,-3.064,8.6,-0.249
10141,-3.141,8.523,-0.632
10152,-3.907,8.6,-1.015
10161,-4.52,8.14,-1.934
10171,-4.443,7.757,-2.087
10181,-4.06,7.297,-1.245
10193,-3.677,6.914,-0.249
10202,-2.911,7.297,0.21
10212,-3.064,7.987,-0.632
10221,-3.064,8.37,-2.241
10232,-2.604,8.6,-2.93
10242,-2.221,9.443,-2.93
10252,-1.838,9.902,-3.007
10262,-2.604,11.588,-1.857
10272,-2.604,11.588,-1.857
10281,-3.447,11.741,-2.011
10292,-3.371,11.664,-1.474
10302,-2.911,11.664,-0.555
10311,-3.677,11.358,-0.555
10322,-5.286,10.975,-1.398
10332,-5.746,10.822,-1.781
10341,-6.282,10.056,-1.015
10352,-6.129,10.515,-0.785
10361,-6.282,11.894,-1.551
10373,-5.976,11.588,-0.478
10381,-5.056,11.052,0.976
10392,-4.137,10.362,2.279
10402,-3.83,9.596,3.888
10412,-3.447,8.83,4.731
10421,-3.294,8.676,4.348
10432,-2.911,9.366,4.194
10441,-2.988,11.894,2.739
10452,-3.294,12.737,1.743
10461,-3.524,14.882,-0.938
10472,-3.677,15.419,-3.926
10481,-3.371,14.882,-5.612
10491,-0.612,12.66,-2.93
10501,0.076,10.745,-1.091
10511,0.536,8.293,1.513
10522,-2.528,7.451,0.21
10531,-2.528,7.451,0.21
10541,-3.141,7.604,-0.478
10552,-3.217,8.676,-2.087
10561,-3.677,9.672,-0.019
10572,-4.826,10.515,1.359
10581,-4.367,11.205,2.739
10591,-3.754,11.205,-0.019
10601,-1.302,9.443,-1.474
10612,0.383,8.293,0.21
10621,2.221,6.914,0.134
10631,3.294,5.382,-0.478
10641,0.076,3.696,0.67
10652,0.076,3.696,0.67
10661,-1.455,3.083,0.747
10671,-1.302,2.93,0.517
10681,-1.915,3.007,-0.938
10691,-2.145,2.93,-1.245
10702,-2.068,3.007,-1.091
10711,-1.379,2.853,-1.015
10721,-0.459,2.93,-0.632
10732,-0.076,3.16,0.057
10741,-0.153,3.16,0.67
10751,-0.076,2.853,1.436
10761,-0.383,2.853,2.202
10771,-0.612,2.853,2.585
10782,-1.072,3.313,3.122
10791,-2.068,4.309,3.352
10802,-4.597,6.914,3.658
10813,-5.976,9.366,4.118
10821,-7.431,15.342,6.11
10832,-7.968,20.935,5.956
10841,-8.734,25.379,6.799
10853,-9.96,24.843,8.025
10861,-13.637,17.487,14.078
10872,-16.472,10.209,16.453
10882,-7.048,4.462,15.304
10891,-5.056,3.007,7.719
10902,-4.367,0.861,-1.934
10912,-3.141,1.091,-4.386
10921,-5.439,3.007,0.363
10933,-7.048,6.838,1.206
10942,-6.589,11.358,-0.555
10952,-6.129,13.427,-0.632
10961,-6.205,17.258,1.513
10973,-6.742,19.633,0.517
10981,-9.653,22.314,-3.696
10993,-6.972,16.951,-0.632
11001,4.137,5.765,3.275
11012,8.044,3.083,8.408
11023,5.822,-0.21,0.593
11032,5.822,-0.21,0.593
11041,2.145,1.321,-7.527
11052,1.225,2.317,-11.741
11062,-0.229,4.999,-12.124
11072,-1.762,8.293,-9.596
11082,-4.06,14.04,-6.838
11091,-4.367,17.334,-5.612
11102,-0.536,18.943,2.585
11111,-1.532,19.096,8.102
11121,-5.822,15.189,8.102
11132,-4.597,11.435,4.654
11141,-3.984,7.067,-1.091
11152,-3.984,5.229,-3.62
11161,-2.604,4.156,-5.075
11172,-1.762,4.156,-4.616
11181,-0.919,4.616,-2.853
11192,-0.919,6.225,-0.938
11201,-1.379,7.757,-3.773
11212,-1.838,7.757,-2.853
11224,-2.834,8.37,1.896
11232,-2.834,8.37,1.896
11242,-3.371,8.217,3.658
11253,-3.371,7.757,2.662
11261,-2.758,7.067,-0.555
11273,-2.451,6.838,-2.011
11281,-2.145,6.684,-1.474
11292,-2.298,6.761,-0.708
11301,-3.141,7.221,-0.249
11312,-2.988,7.297,0.517
11322,-3.371,7.604,0.9
11332,-3.371,7.834,0.287
11341,-3.294,7.757,-0.632
11352,-3.294,7.604,-0.861
11361,-2.911,7.757,-0.632
11372,-3.064,7.757,-0.708
11383,-3.294,8.063,-1.628
11392,-3.294,8.063,-1.628
11401,-3.217,7.68,-1.398
11412,-3.294,7.68,-1.015
11421,-3.677,8.37,-0.478
11432,-3.677,9.213,-0.402
11441,-2.145,9.289,-1.857
11452,-0.842,9.289,-2.624
11462,-1.762,11.205,-2.853
11472,-1.762,11.205,-2.853
11481,-1.149,11.358,-1.551
