time,x,y,z
4001,-3.217,-9.174,-1.015
4011,-3.371,-9.174,-1.474
4021,-3.371,-9.174,-1.474
4031,-4.06,-9.481,-2.47
4042,-4.06,-9.481,-2.47
4052,-4.29,-10.324,-3.313
4061,-4.29,-10.324,-3.313
4072,-3.141,-10.477,-2.93
4081,-3.141,-10.477,-2.93
4092,-2.758,-10.707,-2.547
4102,-2.758,-10.707,-2.547
4111,-2.604,-10.477,-2.087
4122,-2.604,-10.477,-2.087
4131,-2.834,-10.4,-1.015
4141,-2.834,-10.4,-1.015
4152,-3.294,-10.324,0.287
4161,-3.294,-10.324,0.287
4172,-2.988,-10.4,3.658
4181,-2.988,-10.4,3.658
4192,-2.145,-10.63,8.715
4201,-2.145,-10.63,8.715
4211,-2.451,-9.864,1.589
4222,-2.451,-9.864,1.589
4233,-1.302,-9.941,-0.325
4243,-0.689,-10.63,1.283
4252,-0.383,-11.09,2.585
4261,-0.383,-11.09,2.585
4272,-1.762,-10.63,0.517
4281,-1.762,-10.63,0.517
4292,-3.677,-10.094,-1.551
4301,-3.677,-10.094,-1.551
4312,-5.133,-9.251,-2.087
4321,-5.133,-9.251,-2.087
4332,-6.359,-8.715,-3.313
4341,-5.976,-8.561,-3.466
4351,-4.52,-8.868,-3.313
4363,-3.754,-9.098,-3.007
4371,-3.217,-9.174,-2.164
4382,-3.217,-9.174,-2.164
4392,-1.379,-10.707,0.67
4401,-1.379,-10.707,0.67
4412,-2.681,-10.094,2.585
4421,-2.681,-10.094,2.585
4432,-4.137,-8.485,0.517
4441,-4.137,-8.485,0.517
4452,-3.984,-8.255,-1.321
4461,-3.984,-8.255,-1.321
4471,-4.673,-7.795,-0.861
4484,-4.903,-7.642,-0.632
4491,-5.133,-7.412,-0.325
4501,-5.133,-7.412,-0.325
4511,-4.903,-7.642,-0.172
4521,-4.903,-7.642,-0.172
4532,-4.367,-8.715,1.513
4541,-4.367,-8.715,1.513
4551,-3.83,-8.485,2.509
4562,-3.83,-8.485,2.509
4571,-3.754,-7.565,1.589
4581,-3.754,-7.565,1.589
4592,-4.29,-7.336,0.823
4602,-4.29,-7.336,0.823
4611,-3.83,-8.025,0.363
4621,-3.83,-8.025,0.363
4632,-2.681,-9.251,0.823
4641,-2.681,-9.251,0.823
4652,-1.072,-10.63,4.194
4661,-1.072,-10.63,4.194
4672,0.306,-11.09,2.355
4681,0.919,-11.166,1.053
4692,1.225,-11.32,-0.019
