time,x,y,z
49003,3.371,-1.666,-9.979
49012,3.371,-1.666,-9.979
49023,1.379,-4.348,-4.309
49032,1.379,-4.348,-4.309
49042,0.689,-8.638,-5.305
49052,0.383,-12.392,-5.688
49062,0.842,-15.227,-3.696
49073,0.383,-15.84,-2.317
49082,-2.145,-15.917,-0.172
49093,-5.669,-12.162,-2.93
49103,-5.669,-12.162,-2.93
49112,-3.371,-9.634,-2.624
49122,-0.229,-8.332,0.67
49133,0.383,-7.719,1.283
49142,3.907,-7.719,-1.168
49152,4.443,-7.182,0.67
49163,2.988,-7.336,2.126
49172,4.826,-8.332,-1.398
49183,5.056,-8.178,-5.535
49192,4.137,-8.408,-5.535
49202,3.677,-8.715,1.283
49213,2.604,-8.102,5.497
49222,2.604,-8.102,5.497
49232,-1.608,-9.328,2.968
49243,-2.145,-10.17,0.976
49252,-2.145,-10.17,0.976
49262,0.383,-11.166,0.44
49273,1.225,-11.396,-0.019
49282,1.225,-11.396,-0.019
49292,-0.459,-10.477,-0.632
49302,-2.221,-11.396,0.747
49313,-2.221,-11.396,0.747
49322,-3.601,-13.082,1.513
49333,-9.117,-11.013,-2.93
49342,-9.117,-11.013,-2.93
49352,-9.117,-10.63,-3.083
49363,3.447,-12.699,7.872
49372,3.447,-12.699,7.872
49382,1.302,-13.771,5.88
49393,-2.604,-15.074,3.505
49402,-2.145,-15.917,6.493
49412,-3.217,-16.07,7.719
49423,-7.048,-15.61,1.513
49432,-7.048,-15.61,1.513
49443,2.145,-15.304,6.493
49452,3.447,-14.614,6.493
49463,6.282,-15.763,-1.934
49472,6.282,-15.763,-1.934
49483,6.435,-17.372,-5.305
49492,6.205,-18.292,-5.229
49502,6.512,-20.284,-3.62
49513,6.818,-22.276,-1.091
49522,7.048,-22.199,0.9
49532,5.439,-18.905,2.585
49543,1.225,-12.546,-0.478
49552,1.225,-12.546,-0.478
49563,0.153,-12.469,-7.604
49572,0.153,-12.469,-7.604
49583,-6.435,-13.388,-4.003
49592,-6.435,-13.388,-4.003
49603,-2.528,-13.695,-2.087
49612,-2.528,-13.695,-2.087
49622,-0.536,-13.388,-2.011
49633,2.758,-11.933,-3.007
49642,3.754,-7.872,-5.688
49652,2.911,-4.348,-5.688
49663,4.75,1.551,-5.305
49672,4.75,1.551,-5.305
49683,5.056,2.317,-4.539
49692,3.677,2.011,-3.926
49703,1.915,0.632,-5.612
49713,1.915,0.632,-5.612
49722,0.766,0.095,-5.842
49732,0.076,0.172,-5.765
49743,-1.072,-0.44,-4.003
49752,-1.072,-0.44,-4.003
49763,2.988,-2.815,0.21
49772,2.988,-2.815,0.21
49783,6.129,-5.42,5.497
49792,7.738,-7.565,11.779
49802,13.408,-17.066,23.272
49813,8.504,-25.647,16.76
49822,-0.076,-33.692,11.933
49832,-0.689,-31.317,14.844
49843,4.75,-12.546,11.626
49852,4.75,-12.546,11.626
49863,6.665,-3.352,3.198
49872,6.665,-3.352,3.198
49882,4.673,-4.348,-2.547
49893,4.98,-7.182,-1.551
49903,8.044,-21.28,10.477
49912,8.044,-21.28,10.477
49922,0.689,-26.95,-3.083
49933,-1.915,-22.276,-9.366
49942,-1.685,-5.344,-5.382
49952,-1.685,0.019,-12.431
49962,1.379,1.321,-14.959
49972,6.972,-0.976,-9.136
49982,8.504,-3.122,-4.692
49993,7.738,-5.42,-2.7
50002,4.29,-10.477,-3.313
50012,1.379,-13.465,-6.914
50023,-2.375,-19.058,-7.067
50032,-2.375,-19.058,-7.067
50043,-6.205,-16.223,4.577
50052,-6.205,-16.223,4.577
50062,-9.04,-13.082,1.896
50072,-8.274,-9.251,-0.555
