time,x,y,z
40049,-0.00958,-8.89685,-0.36392
40099,-0.72784,-10.17057,-1.55144
40149,-1.13964,-9.28950,-0.35434
40199,0.65122,-9.39485,-0.11492
40249,-0.85234,-9.68215,-0.11492
40299,-0.26815,-9.79707,-1.43652
40349,0.04788,-9.61511,-1.01514
40399,-0.79487,-9.74919,-1.29287
40449,0.45969,-9.33739,0.22984
40499,-1.05345,-9.35654,-1.28329
40552,-1.58017,-10.17057,-1.81002
40599,-1.04387,-11.31979,-2.01113
40649,0.37350,-11.14740,1.07260
40698,-0.49799,-9.95988,1.83875
40749,0.14365,-9.57681,0.41180
40799,2.15478,-10.80264,-0.76614
40849,1.71425,-10.56322,-0.94810
40899,-0.14365,-9.25119,-0.01915
40948,1.14922,-8.22648,-0.08619
40998,1.58975,-8.44674,0.63207
41049,1.21625,-9.58638,1.22583
41099,-0.56503,-10.17057,2.26970
41149,-5.65989,-9.38527,4.86502
41198,3.71580,-8.50420,-5.11401
41249,2.32716,-10.13226,4.45322
41299,-3.09331,-9.52892,-1.59933
41349,2.47082,-9.57681,1.47483
41399,-1.00556,-9.70131,-0.33519
41449,0.38307,-9.80665,-0.13408
41499,0.87149,-9.61511,-0.43096
41555,0.29688,-9.81623,-0.21069
41599,0.62249,-9.73004,-0.48842
41648,0.45969,-9.73961,-0.59376
41699,0.61292,-9.73961,-0.55545
41749,0.69911,-9.75877,-0.43096
41798,0.61292,-9.69173,-0.56503
41849,0.77572,-9.69173,-0.75657
41899,0.79487,-9.76834,-0.62249
41948,0.62249,-9.67257,-0.71826
41999,0.59376,-9.70131,-0.72784
42049,0.57461,-9.73961,-0.75657
42099,0.55545,-9.71088,-0.66080
42148,0.52672,-9.71088,-0.57461
42199,0.58419,-9.73004,-0.58419
42249,0.64165,-9.64384,-0.71826
42298,0.61292,-9.72046,-0.61292
42349,0.73741,-9.66300,-0.61292
42398,0.56503,-9.63427,-0.58419
42449,0.51715,-9.69173,-0.60334
42499,0.63207,-9.64384,-0.65122
42551,0.65122,-9.61511,-0.49799
42599,0.51715,-9.67257,-0.52672
42649,0.41180,-9.64384,-0.48842
42698,0.42138,-9.75877,-0.40223
42748,0.49799,-9.67257,-0.64165
42798,0.57461,-9.73961,-0.54588
42849,0.66080,-9.65342,-0.67995
42899,0.62249,-9.59596,-0.67038
42949,0.62249,-9.57681,-0.73741
42999,0.70868,-9.65342,-0.85234
43049,0.69911,-9.64384,-0.57461
43099,0.69911,-9.62469,-0.66080
43149,0.62249,-9.72046,-0.65122
43199,0.56503,-9.66300,-0.71826
43249,0.53630,-9.69173,-0.59376
43299,0.40223,-9.64384,-0.58419
43349,0.27773,-9.71088,-0.60334
43399,0.31603,-9.68215,-0.45969
43449,0.35434,-9.48104,-0.93853
43499,0.64165,-9.64384,-0.67038
43553,0.40223,-9.62469,-0.87149
43599,0.58419,-9.67257,-0.69911
43649,0.54588,-9.54808,-0.77572
43699,0.28730,-9.53850,-0.84276
43749,0.15323,-9.66300,-0.84276
43798,0.43096,-9.67257,-1.10133
43849,-0.04788,-9.57681,-1.15879
43899,0.00000,-9.73961,-2.02071
43949,0.00000,-9.81623,-1.01514
43999,-0.65122,-10.09395,-1.66636
44048,-1.40779,-9.32781,-1.61848
44099,0.20111,-9.79707,-1.08218
44149,0.33519,-9.12670,-0.92895
44199,-0.14365,-9.48104,-1.37906
44249,-0.76614,-9.71088,-0.78530
44299,-1.81002,-10.01734,0.10534
44349,-4.30956,-10.55364,0.52672
44399,-5.47793,-12.85207,1.70467
44449,0.64165,-10.66856,2.70066
44499,3.17950,-13.78102,-4.01268
44554,-2.81558,-11.35809,1.20668
44598,0.80445,-8.78193,-0.77572
44649,-0.01915,-7.85298,0.32561
44698,1.01514,-6.33985,0.03831
44749,0.05746,-6.28239,0.24900
44799,-0.75657,-7.56568,2.33674
44849,-3.03585,-9.55765,5.18105
44899,-6.18662,-11.46344,3.94564
44949,-0.45011,-10.01734,2.70066
44999,-3.00712,-14.98770,2.34632
45049,4.75967,-3.84988,-0.84276
45099,-3.96480,-13.26388,-1.72383
45149,-1.45567,-8.35098,-1.30245
45199,0.55545,-9.45231,-1.29287
45249,-0.95768,-10.18972,-0.49799
45298,-0.65122,-8.99262,-0.76614
45349,0.63207,-9.35654,-0.11492
45399,0.16281,-9.50977,0.00958
45449,-0.64165,-10.03649,0.19154
45499,-1.20668,-9.28950,-0.61292
45552,-0.15323,-10.43872,-0.57461
45599,-4.25210,-10.43872,-0.95768
45649,-3.85945,-14.04918,0.62249
45699,-0.23942,-10.26634,2.16436
45749,0.59376,-9.94073,-2.66235
45799,0.43096,-11.68370,-1.93451
45849,-0.69911,-8.90643,-1.30245
45899,0.41180,-8.76278,0.17238
45949,-0.49799,-9.27035,-0.43096
45999,1.17795,-9.34696,0.30646
46048,-0.19154,-9.00220,2.17394
46099,-0.83318,-8.40844,1.33118
46149,-1.81002,-8.08282,2.03028
46199,-4.98952,-8.77236,1.57060
46249,-2.78685,-9.00220,2.53785
46299,1.00556,-13.34049,0.53630
46349,-1.70467,-13.22557,5.07571
46398,3.14119,-4.74052,-4.06057
46449,-1.37906,-11.76990,0.21069
46499,-1.72383,-8.86812,-1.13006
46552,0.25857,-9.95030,-0.79487
46599,-1.36948,-9.57681,-1.06303
46648,0.30646,-9.09797,-1.41737
46699,-0.50757,-9.68215,-0.28730
46749,0.07661,-9.56723,-0.72784
46799,-0.75657,-9.71088,-0.37350
46849,-0.86191,-9.18416,-1.21625
46899,-0.27773,-9.79707,-1.48441
46949,0.79487,-9.92157,-0.33519
46999,-1.66636,-9.53850,-1.89621
47049,-1.30245,-10.18015,-0.82361
47098,-2.51870,-11.31021,-0.31603
47149,-3.94564,-11.50175,-0.38307
47198,1.02472,-10.23761,3.90734
47249,1.86748,-12.27747,-2.42293
47299,-0.12450,-11.27190,0.49799
47349,-0.90022,-10.15141,0.06704
47399,0.37350,-9.21289,0.67038
47448,1.07260,-7.68060,0.63207
47499,0.26815,-7.28795,0.42138
47553,-0.72784,-7.17303,0.96726
47598,-3.03585,-8.14029,2.84431
47649,-4.90333,-11.15698,4.71179
47698,-2.54743,-8.17859,2.86347
47748,1.52271,-13.88637,2.18351
47798,-1.95367,-10.77391,3.24654
47849,5.12359,-6.05254,-1.84832
47899,-3.96480,-12.41154,-1.32160
47949,0.34477,-8.38928,-1.74298
47999,0.19154,-10.13226,-0.84276
48049,-1.55144,-8.65743,-0.99599
48099,-0.01915,-9.51935,-0.81403
48149,0.14365,-9.30866,-0.52672
48199,-0.65122,-9.65342,-0.92895
48249,-1.24498,-9.73961,-1.25456
48299,-0.92895,-9.61511,-0.03831
48349,-0.17238,-10.10353,-1.05345
48399,-2.64320,-10.88883,-0.70868
48449,-4.02226,-12.72758,1.58017
48499,0.98641,-10.86010,3.86903
48549,3.81157,-10.63983,-3.20823
48602,0.05746,-12.24874,1.73340
48649,0.02873,-9.33739,-0.27773
48699,0.52672,-7.99663,0.51715
48749,0.47884,-7.68060,0.54588
48799,0.73741,-7.41245,0.84276
48849,-0.82361,-7.48906,1.34075
48899,-3.09331,-9.16500,3.88818
48949,-4.46279,-11.36767,4.42448
48999,-1.14922,-7.32626,2.56658
49049,2.15478,-11.97101,0.79487
49099,-1.67594,-14.78659,5.09486
49149,1.60890,-4.53941,-3.93607
49199,0.33519,-12.20085,-1.59933
49249,-2.94008,-9.15543,-1.50356
49298,2.27928,-9.38527,-0.75657
49348,-1.52271,-9.02135,-1.40779
49399,0.23942,-9.75877,0.02873
49449,-0.14365,-9.28950,-1.56102
49499,-0.97683,-9.75877,-0.34477
49549,-1.59933,-9.83538,-0.21069
49602,-0.58419,-10.06522,-0.62249
49649,-3.53384,-10.93671,1.36948
49698,-4.90333,-11.72201,0.63207
49749,2.59531,-12.64139,2.16436
49799,4.77883,-12.29662,-2.88262
49849,-3.38061,-11.32936,1.09176
49898,0.50757,-8.06367,-0.60334
49949,0.98641,-7.37414,-0.13408
49999,0.87149,-6.78996,1.23541
50049,-0.37350,-6.81869,0.58419
50099,-1.71425,-8.90643,4.12760
50149,-6.23450,-10.10353,5.51624
50199,-2.62405,-8.80109,3.68707
50249,2.77727,-11.00375,0.41180
50299,-3.25611,-15.74427,6.60800
50349,3.29442,-4.97994,-2.43251
50399,-1.52271,-12.07635,-1.48441
50449,-0.99599,-9.12670,-0.70868
50499,0.39265,-9.54808,-0.86191
50548,-1.65679,-8.96389,-1.26414
50603,-1.47483,-9.72046,0.06704
50648,-0.51715,-9.14585,-0.56503
50699,-1.07260,-10.08438,-0.33519
50749,-0.44053,-9.21289,-1.98240
50799,0.40223,-10.15141,-0.24900
50849,-0.93853,-9.55765,-1.29287
50899,-1.65679,-10.63026,-1.31202
50949,-4.74052,-12.49773,-0.04788
50998,0.02873,-10.75475,5.18105
51049,1.27372,-10.30464,-0.97683
51099,2.26013,-13.44584,-0.07661
51149,-2.65278,-10.68772,0.24900
51199,0.69911,-8.37971,0.00000
51248,0.08619,-7.47949,0.47884
51299,1.22583,-6.51223,0.62249
51348,-1.02472,-7.16345,1.49398
51399,-3.25611,-8.24563,4.07972
51449,-5.11401,-10.73560,4.13718
51499,-2.26970,-7.96790,2.91135
51549,1.65679,-13.57991,2.38462
51599,-0.20111,-7.90087,-0.92895
51654,4.99909,-7.35499,-1.15879
51699,-4.83629,-11.95185,-1.41737
51748,0.79487,-8.78193,-0.45969
51799,-0.52672,-9.94073,-0.52672
51849,-1.83875,-8.78193,-0.78530
51899,-0.89064,-9.56723,-0.14365
51949,-0.35434,-9.32781,-0.63207
51999,-0.95768,-9.70131,-0.80445
52049,-1.00556,-9.30866,-0.96726
52099,-0.67038,-9.56723,-0.38307
52149,-0.99599,-9.96946,-0.70868
