time,x,y,z
10000,-0.114035085,0.01754386,-0.10964912
10010,-0.11073684,-0.02740351,-0.083333336
10020,-0.09977193,-0.032894738,-0.07564912
10031,-0.09538596,-0.0372807,-0.062491227
10040,-0.100877196,-0.055912282,-0.04385965
10050,-0.104157895,-0.058105264,-0.023017544
10060,-0.10196491,-0.06468421,-0.005473684
10070,-0.10307018,-0.06140351,-0.003280702
10080,-0.114035085,-0.033982456,-0.002192983
10091,-0.12061404,-0.02740351,0.003280702
10100,-0.114035085,-0.031789474,0.007666667
10110,-0.10196491,-0.033982456,0.010964912
10120,-0.09538596,-0.040561404,0.00877193
10130,-0.09210526,-0.04385965,0.013157895
10140,-0.096491225,-0.047140352,0.016438596
10151,-0.096491225,-0.047140352,0.016438596
10160,-0.118421055,-0.047140352,0.025210526
10170,-0.118421055,-0.081140354,0.032894738
10180,-0.09538596,-0.09538596,0.03508772
10190,-0.07345614,-0.08552632,0.036175437
10201,-0.051526316,-0.07784211,0.042754386
10210,-0.036175437,-0.062491227,0.05482456
10220,-0.016438596,-0.038368423,0.07017544
10230,0.013157895,-0.021929825,0.09210526
10240,0.048245613,0.012052632,0.12719299
10251,0.10196491,0.07126316,0.15898246
10260,0.10196491,0.07126316,0.15898246
10270,0.28289473,0.24450877,0.21052632
10280,0.3859649,0.22257894,0.26205263
10291,0.45942104,0.09210526,0.3146842
10300,0.65898246,0.07345614,0.3256491
10310,0.98903507,0.216,0.3618421
10321,1,-0.023017544,0.35964912
10331,0.71929824,-0.47149122,0.3914386
10340,0.41117543,-0.6885965,0.4890351
10351,0.32784212,-0.6885965,0.5449474
10360,0.32784212,-0.6885965,0.5449474
10370,0.8048246,-0.29166666,0.56907016
10380,0.8048246,-0.29166666,0.56907016
10390,0.58880705,-0.6436316,0.7083333
10400,0.40570176,-0.7872807,0.74122804
10410,0.40131578,-0.82236844,0.73245615
10420,0.49561402,-0.8563509,0.70722806
10430,0.55263156,-0.86403507,0.6600877
10440,0.53398246,-0.8377193,0.59429824
10451,0.502193,-0.7982456,0.5131579
10460,0.47807017,-0.7719298,0.44517544
10470,0.43749124,-0.7598596,0.38266668
10480,0.38705263,-0.7510877,0.3223684
10490,0.3399123,-0.7664386,0.25657895
10500,0.29275438,-0.7894737,0.18968421
10511,0.24780701,-0.7905614,0.12938596
10520,0.19517544,-0.7719298,0.06140351
10530,0.11292982,-0.7434211,0
10541,0.02959649,-0.71710527,-0.06468421
10550,-0.050438598,-0.70064914,-0.12280702
10560,-0.11073684,-0.6754386,-0.17652632
10570,-0.17433333,-0.6677544,-0.21710527
10581,-0.21491228,-0.64912283,-0.25547367
10590,-0.23573685,-0.64912283,-0.31029823
10600,-0.23573685,-0.64912283,-0.31029823
10610,-0.24561404,-0.68091226,-0.3859649
10620,-0.24561404,-0.68091226,-0.3859649
10631,-0.24231578,-0.8114035,-0.45722806
10640,-0.22257894,-0.875,-0.49889475
10650,-0.21491228,-0.8245614,-0.5372807
10663,-0.25877193,-0.6885965,-0.54933333
10670,-0.20503509,-0.6787193,-0.57126313
10680,-0.20503509,-0.6787193,-0.57126313
10690,-0.015350877,-0.7642456,-0.627193
10701,0.02082456,-0.6381579,-0.622807
