time,x,y,z
60002,1.8837719,-2.2664385,2.3673158
60013,2.0416667,-2.56907,2.4572282
60022,2.0866141,-2.56907,2.4254386
60032,2.0285087,-2.4210527,2.3092105
60043,1.9473684,-2.2554736,2.0844212
60052,2.0054736,-1.6776316,1.7335439
60063,2.2423158,-0.67763156,1.3870527
60072,2.5219297,0.050438598,1.372807
60082,2.6776316,0.18421052,1.5076667
60093,2.6787193,-0.0032807018,1.6195087
60102,2.597579,-0.24342105,1.7346492
60113,2.4385965,-0.4473684,1.8157895
60122,2.202842,-0.6951754,1.8859649
60133,1.7554737,-1.2785088,1.9013158
60142,1.3377193,-1.9111755,1.8651228
60152,1.0942982,-2.3135965,1.8837719
60163,0.8377193,-2.7467017,1.9210526
60172,0.62938595,-2.8618422,1.7993333
60182,0.45722806,-2.6874912,1.5646842
60193,0.20064913,-2.6238947,1.3530701
60202,-0.10196491,-2.6140351,1.213807
60212,-0.3015263,-2.6765263,1.1820176
60222,-0.29933333,-2.7302632,1.2774035
60233,-0.16556141,-2.7072282,1.4462632
60242,-0.11292982,-2.752193,1.5602982
60252,-0.20394737,-2.631579,1.5471404
60263,-0.2664386,-2.2642455,1.3958246
60272,-0.25877193,-1.8651228,1.1414386
60282,-0.27082455,-1.8278421,0.88705266
60293,-0.29714036,-2.0219297,0.69298244
60302,-0.32784212,-2.1852982,0.5317895
60312,-0.39035088,-2.2752106,0.3991228
60323,-0.47696492,-2.200649,0.30482456
60332,-0.59210527,-1.9988947,0.2664386
60342,-0.7653509,-1.709421,0.2664386
60353,-0.99561405,-1.3245614,0.29275438
60362,-1.2807018,-0.8486842,0.3399123
60373,-1.5877193,-0.43201753,0.375
60382,-1.8070176,-0.28289473,0.29494736
60392,-1.7313509,-0.1545965,0.16228071
60403,-1.1721404,-0.27850878,0.041666668
60412,-0.32894737,-0.59757894,-0.058105264
60422,-0.00877193,-0.8278421,-0.14801754
60433,-0.1545965,-1.0076667,-0.066877194
60442,-0.30482456,-1.4221404,0.2258772
60453,-0.3223684,-1.7982457,0.42214036
60462,-0.2609649,-1.8760877,0.40789473
60472,-0.19517544,-1.7357368,0.29275438
60483,-0.19078948,-1.4835439,0.17433333
60492,-0.2664386,-1.1885965,0.07017544
60502,-0.4440702,-0.73573685,0.048245613
60513,-0.718193,0.22477193,0.081140354
60522,-0.97915787,1.8278421,-0.032894738
60532,-1.2302631,3.338807,-0.36842105
60542,-0.9780702,3.4561403,-0.7280702
60553,0.38047367,2.3673158,-0.52082455
60562,1.5295964,1.9067894,0.24231578
60572,1.6008772,2.2620525,0.7017544
