time,x,y,z
44002,-3.1874912,-2.0559123,1.2675439
44011,-3.1874912,-2.0559123,1.2675439
44022,-3.0986843,-2.0438597,1.3574561
44031,-3.0986843,-2.0438597,1.3574561
44042,-2.379386,-1.8662281,1.25
44053,-2.379386,-1.8662281,1.25
44061,-1.3168772,-2.351965,1.0581052
44071,-1.3168772,-2.351965,1.0581052
44082,-0.87061405,-2.9714913,1.2774035
44091,-1.1140351,-2.7280703,1.4013158
44102,-1.6107368,-1.5668772,1.3695087
44111,-1.6107368,-1.5668772,1.3695087
44122,-2.6567895,0.8377193,1.127193
44131,-2.6567895,0.8377193,1.127193
44142,-2.3026316,1.3640351,1.2620527
44152,-2.3026316,1.3640351,1.2620527
44162,-1.7960526,0.8980175,1.4857368
44171,-1.7960526,0.8980175,1.4857368
44182,-1.8004386,0.9364035,1.2938596
44191,-1.8004386,0.9364035,1.2938596
44202,-1.4440702,1.0087719,1.0054737
44211,-1.4440702,1.0087719,1.0054737
44222,-1.1787193,1.1578947,0.7269649
44231,-1.1787193,1.1578947,0.7269649
44242,-0.78398246,0.8629298,0.6063509
44252,-0.78398246,0.8629298,0.6063509
44261,-0.35854387,0.73245615,0.51754385
44271,-0.35854387,0.73245615,0.51754385
44282,0.07236842,0.62938595,0.3059123
44291,0.07236842,0.62938595,0.3059123
44302,0.5416667,0.74889475,-0.07784211
44312,0.76205266,0.7686316,-0.20503509
44322,0.9901228,0.752193,-0.3026316
44331,0.9901228,0.752193,-0.3026316
44342,1.4802631,0.6513158,-0.52740353
44351,1.4802631,0.6513158,-0.52740353
44362,2.0120525,0.41666666,-0.9045965
44372,2.0120525,0.41666666,-0.9045965
44381,2.5175438,0.4309123,-1.3486842
44391,2.5175438,0.4309123,-1.3486842
44401,1.7379298,-0.28617543,-1.5274035
44412,1.7379298,-0.28617543,-1.5274035
44421,-0.42982456,-1.3311404,-0.6885965
44431,-0.42982456,-1.3311404,-0.6885965
44441,-1.9440702,1.2686316,1.0197369
44452,-1.9440702,1.2686316,1.0197369
44461,-1.1184211,1.716,1.7631578
44472,-1.1184211,1.716,1.7631578
44481,-0.6282807,1.101965,0.9155614
44492,-0.6282807,1.101965,0.9155614
44501,-0.21710527,0.6480175,0.27850878
44512,-0.21710527,0.6480175,0.27850878
44521,0.2642456,0.20064913,0.29933333
44532,0.2642456,0.20064913,0.29933333
44541,0.5997719,-0.14473684,0.13705263
44552,0.93091226,-0.28947368,-0.1513158
44561,-1.2807018,-0.6787193,-0.09977193
44571,-1.2807018,-0.6787193,-0.09977193
44581,-0.43749124,-1.6743333,0.3190702
44591,0.43529823,-1.8070176,0.30701753
44602,0.78289473,-1.8881578,0.24450877
44611,0.78289473,-1.8881578,0.24450877
44621,1.9780701,-1.9506491,-0.2872807
44631,2.3421052,-2.4890351,-0.7269649
44641,2.4945087,-2.747807,-1.1184211
44652,2.5592105,-2.6589825,-1.4703859
44661,2.6359649,-2.452842,-1.6600877
44671,2.6359649,-2.452842,-1.6600877
44681,3.2949474,-1.9473684,-1.620614
44691,3.5252106,-1.5592105,-1.5142456
44702,2.700649,-1.3421053,-1.2291579
44711,2.700649,-1.3421053,-1.2291579
44721,0.22807017,-2.0493333,-0.6282807
44731,0.22807017,-2.0493333,-0.6282807
44741,1.6666666,-0.4309123,-0.83442104
44752,2.2609649,0.016438596,-0.78398246
44761,2.3377192,-0.05482456,-0.6699474
44771,2.3377192,-0.05482456,-0.6699474
44781,1.7565789,-0.8245614,-0.67105263
44792,1.599772,-0.9155614,-0.84429824
44801,1.5537193,-0.7083333,-0.96929824
44812,1.502193,-0.39363158,-0.98573685
44821,1.3826667,-0.07126316,-0.9166667
44831,1.3826667,-0.07126316,-0.9166667
44842,0.9736842,0.375,-0.86622804
44851,0.9736842,0.375,-0.86622804
44862,0.74122804,0.40570176,-0.9199474
44872,0.74122804,0.40570176,-0.9199474
44881,0.9122807,0.3190702,-0.9067895
44891,0.9122807,0.3190702,-0.9067895
44901,0.877193,0.25657895,-0.76754385
44911,0.877193,0.25657895,-0.76754385
44922,0.54385966,-0.062491227,-0.711614
44931,0.54385966,-0.062491227,-0.711614
44941,0.34757894,-0.2609649,-0.71710527
44957,0.34757894,-0.2609649,-0.71710527
44961,0.34757894,-0.2609649,-0.71710527
44971,0.26754385,-0.20722806,-0.76096493
44981,0.26754385,-0.20722806,-0.76096493
44991,0.6918772,-0.52412283,-0.5778421
45002,0.6918772,-0.52412283,-0.5778421
45011,0.7335439,-0.5098596,-0.44626316
45021,0.47368422,-0.2269649,-0.21491228
45031,0.26205263,-0.2532807,-0.20614035
45042,0.01754386,-0.3114035,-0.2258772
45051,0.01754386,-0.3114035,-0.2258772
45061,-0.23792982,-0.2028421,-0.16336842
45071,-0.23792982,-0.2028421,-0.16336842
45081,-0.1491228,0.6633684,0.036175437
45091,-0.2236842,0.86403507,0.08991228
45102,-0.36622807,0.6151228,0.15350877
45111,-0.5230175,-0.10196491,0.24342105
45121,-0.7127193,-0.9451754,0.3881579
45132,-0.97257894,-1.2971404,0.65898246
45141,-1.2181929,-1.1545964,0.96380705
45151,-1.5197369,-0.84429824,1.252193
45162,-1.9561404,-0.74122804,1.5767543
45171,-1.9561404,-0.74122804,1.5767543
45181,-3.0032806,-1.2488947,2.1008773
45191,-3.455035,-1.1907895,2.0109649
45202,-3.5197368,-0.6896842,1.7828947
45211,-3.5197368,-0.6896842,1.7828947
45221,-3.231351,0.6392456,1.377193
45231,-3.231351,0.6392456,1.377193
45241,-2.7236843,0.08991228,0.92214036
45252,-2.4671052,-0.74122804,0.7565789
45262,-2.3146842,-1.4791579,0.65898246
45271,-2.3146842,-1.4791579,0.65898246
45282,-2.0482457,-1.8574561,0.92214036
45291,-2.0482457,-1.8574561,0.92214036
45302,-1.9791579,-1.1666666,1.1238947
45311,-1.9791579,-1.1666666,1.1238947
45322,-2.1392455,0.9254386,1.0076667
45332,-1.961614,1.1809123,1.0624912
45341,-1.584421,1.4024035,1.2028421
45351,-1.584421,1.4024035,1.2028421
45361,-1.1030701,1.6940702,1.4583334
45372,-1.1030701,1.6940702,1.4583334
45382,-1.2785088,1.6140351,1.5614035
45391,-1.2785088,1.6140351,1.5614035
45401,-1.5789474,1.879386,1.3848597
45412,-1.5789474,1.879386,1.3848597
45421,-1.726965,2.6776316,1.0285088
45432,-1.726965,2.6776316,1.0285088
45441,-1.4177544,2.479158,0.8947368
45452,-1.4177544,2.479158,0.8947368
45462,-0.7598596,1.8552631,0.78289473
45471,-0.7598596,1.8552631,0.78289473
45482,-0.4024035,1.5734562,0.67214036
45491,-0.039473683,1.3037193,0.5515263
45501,0.70614034,0.8892456,0.29494736
45512,0.70614034,0.8892456,0.29494736
45521,1.4364035,0.5504386,0.025210526
45531,1.4364035,0.5504386,0.025210526
45542,2.3607368,0.009859649,-0.3651228
45551,2.3607368,0.009859649,-0.3651228
45562,3.247807,-0.005473684,-1.0592105
45571,3.247807,-0.005473684,-1.0592105
45582,2.6557016,0.77082455,-1.7554737
45591,2.6557016,0.77082455,-1.7554737
45602,-0.23245615,-0.7697368,-0.95614034
45611,-0.23245615,-0.7697368,-0.95614034
45622,-2.606351,-0.044947367,0.7313509
45631,-2.606351,-0.044947367,0.7313509
