time,x,y,z
10,0.07900,0.04536,-0.06328
58,0.01615,-0.05903,-0.02173
106,0.05557,0.13485,-0.13998
157,0.00550,0.05175,-0.08032
209,-0.02539,-0.11230,-0.07926
257,-0.25016,-0.06862,-0.07393
310,0.09179,0.25309,-0.01641
356,0.19192,0.62167,-0.06754
406,-0.18412,-0.22095,-0.79405
457,0.51576,-1.02949,-1.06356
506,-0.33645,-0.75572,-0.90164
556,-0.47067,0.98280,-0.99752
607,-1.15564,-0.35518,-1.08061
656,-1.11729,-1.16265,-0.78020
706,-2.16764,-3.17813,-0.96449
756,-3.31173,-2.01060,-0.09737
807,-3.50029,-2.68491,1.16284
856,-2.28269,-2.52832,2.04488
906,-1.03207,0.20089,1.55699
956,-0.05735,-0.53095,1.29174
1046,0.01615,-0.48514,0.49279
1062,0.26649,-0.31576,0.13912
1107,0.20897,-1.11578,-0.40843
1156,0.41776,-0.84307,0.01555
1206,-0.13831,-2.95229,-0.65344
1256,0.24625,-1.63562,-0.93573
1305,-0.53565,-1.64202,-0.77594
1356,-0.67094,-1.42896,-0.65770
1406,-0.43126,-1.61538,-0.88993
1456,-0.24271,-0.29339,-0.92614
1506,0.16316,-2.39196,0.49279
1556,0.32721,-0.43933,-1.20098
1606,-0.24590,-0.85265,-1.48967
1656,0.10563,-0.57143,-0.58952
1706,0.15890,-0.14852,-0.53093
1756,0.16529,-0.68328,-0.34664
1806,0.32082,-0.23054,-0.12933
1856,0.31869,-0.68328,-0.63959
1906,0.47635,0.17639,-0.43080
1956,-0.02007,-0.07182,-0.34664
2024,0.35597,-0.09099,-0.28592
2056,0.33573,-0.23374,-0.34771
2106,-0.08292,0.02086,-0.21561
2156,-0.45256,0.00701,0.48853
2207,0.07155,0.32127,0.74526
2257,0.32721,0.09650,0.63766
2306,0.51789,-0.36263,0.60251
2356,0.16955,-0.35198,1.33009
2407,-0.24803,-0.33387,2.27178
2456,-0.84778,0.88266,0.45550
2506,-0.48133,3.78764,2.47844
2556,0.97063,0.15295,3.58951
2606,1.21777,-1.84761,1.99055
2661,2.15946,-5.36192,0.16575
2706,2.15094,-5.36192,0.16149
2756,-0.69544,-1.79754,1.85100
2807,-0.69544,-1.79754,1.85100
2856,1.35945,1.08826,4.48327
2907,-0.09250,-0.10058,2.86513
2956,1.13468,-1.34481,0.41609
3103,1.59487,1.86590,-1.27555
3105,0.06515,1.12874,-0.38286
3157,-1.41663,0.35642,0.60144
3206,-0.55803,1.94047,0.39265
3257,0.49872,1.63580,0.38626
3306,0.28140,0.62913,0.24884
3360,0.48913,0.95723,0.15403
3406,0.20364,1.29385,0.25097
3462,0.29738,0.73352,0.48959
3506,0.42095,-0.31044,0.36069
3556,0.09818,-0.01216,-0.05050
3606,0.05131,0.60143,-0.06754
3657,0.11842,1.14365,0.11675
3706,0.05663,0.94658,0.20943
3756,0.19618,0.30742,0.31595
3806,0.32401,0.34470,0.57055
3856,0.51576,-0.39672,0.81450
3906,0.57329,-0.34665,0.98814
3956,0.26862,-1.08914,0.55031
4009,-1.03952,0.50982,-0.54798
4056,-1.03952,0.50982,-0.54798
4106,-2.56392,-1.62923,-1.57702
4156,-1.28560,2.54341,-1.55145
4206,-0.30023,1.74659,-1.48434
4256,-0.51968,-1.76452,-1.06463
4306,-0.14257,-0.90911,-1.10511
4357,0.27608,-1.41831,-0.47447
4407,0.28566,-1.61006,-0.00363
4456,0.47528,-0.87609,0.14338
4506,0.29099,-0.84946,0.23499
4556,0.34106,-0.70032,0.25736
4607,0.53707,-0.83668,0.24991
4656,0.68194,-1.12856,0.44379
4706,0.98767,0.20728,0.60038
4756,-0.07013,0.29783,0.43420
4807,0.29738,0.23178,0.74739
4856,0.10990,-0.29126,0.94872
4905,0.42734,-0.19113,0.64299
4956,0.85878,-0.03240,0.34259
5011,0.98448,-0.80365,0.21156
5057,0.91417,-0.94214,-0.08778
5106,0.65851,-0.29446,-0.24757
5156,0.09924,0.90503,0.01768
5206,-0.08292,1.33646,0.29039
5257,-0.28425,0.86988,0.64512
5307,0.17381,-0.75998,1.06697
5357,0.67981,-1.37890,1.28321
5407,0.81830,0.08265,1.22782
5457,-1.73621,2.23342,-0.77168
5506,-2.60227,-0.13147,-2.37597
5556,-2.72903,-0.99327,-2.90860
5605,-0.71462,1.75937,-1.91578
5656,0.71070,1.50797,-1.27342
5706,-0.29704,-1.82205,-1.40977
5756,0.15996,-1.31924,-0.66409
5806,0.46782,-1.32457,0.13912
5856,0.43906,-1.28941,0.62275
5906,0.36556,-0.46916,0.49279
5958,0.39326,-0.30191,0.27867
6027,0.54985,-0.48833,0.52794
6056,0.51789,-0.38394,0.80704
6106,0.88647,0.17000,0.74312
6156,-0.50157,0.51834,0.43952
6206,-0.06055,-0.62362,0.54179
6256,0.32508,-0.73548,0.43739
6306,0.65105,0.23391,0.18173
6358,0.70325,0.41714,0.36069
6406,0.85558,-0.16769,0.57268
6457,1.02070,-0.91764,0.53646
6506,0.82362,-0.37968,0.11888
6556,0.43161,1.33753,0.34152
6606,0.03426,1.34605,0.56842
6656,-0.08505,0.11993,0.75804
6706,0.41456,-0.43827,0.86457
6756,0.35065,-0.26356,0.93168
6807,-0.43658,1.09571,-0.41162
6856,-2.71092,0.99451,-2.60500
6906,-2.49681,-0.36796,-3.04069
6956,-0.71675,1.31516,-1.95519
7012,0.33999,0.72500,-1.27981
7056,-0.08292,-0.93575,-0.94638
7106,-0.19477,-0.71950,-0.57887
7156,-0.03924,-1.16797,0.08799
7206,0.16209,-0.99007,0.45870
7256,0.45717,-0.12401,0.57907
7306,0.53707,-0.09632,0.42568
7360,0.40604,-0.83774,0.07627
7406,0.71284,-0.50005,0.61742
7456,1.17729,-0.06116,0.24139
7507,-0.80623,1.40038,0.11995
7556,0.27501,0.61421,0.56310
7605,0.00976,-0.16769,0.84326
7657,0.51789,0.19983,0.96363
7707,0.19299,-0.63534,1.25552
7756,0.68407,-2.12991,0.81024
7806,1.50433,-0.82283,0.21262
7856,1.07716,0.23072,-0.23692
7906,0.56157,0.58226,-0.10696
7956,-0.05202,1.43127,0.22434
8009,-0.03818,0.63445,0.90824
8057,0.18446,-0.87929,1.25019
8106,-0.11594,-1.11258,0.97642
8156,-0.73379,1.77748,-0.95065
8207,-3.08696,0.41821,-3.28890
8257,-1.56363,2.43795,-2.97358
8307,0.12268,1.58147,-1.87103
8356,-0.70290,-0.96344,-1.31923
8407,-0.06587,-0.60445,-1.10404
8458,0.24625,-0.87396,-0.36262
8506,0.49020,-1.47157,0.35430
8556,0.52961,-1.19674,0.71010
8606,0.73308,0.19024,0.55777
8656,0.10990,-0.38607,0.00809
8706,0.14825,-0.96664,0.83900
8758,1.41911,-0.25291,0.66323
8807,-0.90956,0.47573,0.60997
8856,0.07900,0.55776,0.69838
8906,-0.20968,-0.12188,0.68880
8956,0.81084,-0.27315,0.85391
9013,0.77356,-0.50112,0.86670
9056,0.87689,-1.06251,0.45870
9107,1.36584,-0.74719,-0.03026
9156,1.13788,0.03897,-0.30403
9208,0.59033,0.45762,-0.00043
9256,-0.10635,1.01688,0.66216
9306,-0.38013,0.37879,1.04992
9358,0.03426,-0.57569,1.03394
9406,-0.12127,-0.45531,0.45124
9456,-0.12127,-0.45531,0.45124
9507,-2.95380,0.00488,-2.99382
9556,-1.94713,2.14926,-2.84149
9606,0.49446,2.40705,-1.80499
9656,-0.85097,-0.66517,-1.22442
9706,-0.07972,-0.53308,-0.92082
9756,0.02467,-0.79833,-0.06541
9806,0.07794,-1.06251,0.51516
9856,0.22281,-0.87076,0.79852
9906,0.43374,-0.02814,0.67495
9957,0.11096,-0.16556,0.21688
10009,0.15890,-0.40950,0.81556
10057,1.33708,0.02725,0.71436
10106,-0.46641,0.13804,0.67388
10156,-0.07972,-0.40205,0.46083
10206,0.19299,-1.13921,0.29891
10256,0.67449,0.50236,0.10184
10306,0.55731,1.08719,0.33939
10358,0.64146,-0.12721,0.86670
10406,0.88967,-0.60658,0.70264
10456,1.19540,-0.66836,0.35430
10506,0.80977,0.10395,0.34365
10556,-0.01474,0.55030,0.29039
10606,-0.08505,0.53325,0.93061
10656,0.22068,-0.96238,1.08081
10706,0.13653,-0.37755,0.58760
10757,-1.63181,2.14393,-1.41936
10806,-2.85580,-0.12828,-3.18024
10856,-1.30584,1.77429,-2.37064
10906,0.76290,1.59426,-1.46623
10956,-0.63046,-1.25532,-1.61111
11010,-0.17773,-1.04440,-1.07528
11055,0.07900,-0.89846,-0.17194
11107,0.22707,-1.35546,0.52688
11156,0.33680,-1.23082,0.77934
11207,0.55092,-0.10910,0.41183
11256,0.16316,-0.59806,0.20517
11307,0.33573,-0.52988,0.79958
11356,1.15918,-0.24865,0.45124
11406,1.13362,-0.44040,0.81663
11456,0.13759,0.12206,0.72821
11506,0.17488,-0.99540,0.44805
11557,0.65318,-0.89527,0.32874
11606,0.79806,-0.36689,0.55777
11657,0.46250,-0.39566,0.50131
11707,1.07289,0.51941,0.30956
11756,1.08887,0.68026,0.22754
11806,0.47635,-0.29126,0.54499
11857,0.42415,0.08371,0.78680
11907,0.06196,0.19343,1.22995
11956,0.08753,-0.30830,1.26510
12006,-0.09463,0.27013,0.11675
12059,-2.20705,1.22887,-2.43136
12106,-3.06353,0.83046,-3.61594
12156,-0.88932,3.29762,-2.47504
12207,0.60844,0.01127,-1.38527
12257,-0.17133,-0.92935,-1.24253
12306,0.10777,-0.73441,-0.81855
12356,0.21110,-1.27343,-0.00895
12406,0.34638,-1.28941,0.54712
12456,0.30697,-0.45744,0.60997
12506,0.59566,0.33831,0.38946
12556,0.17807,-0.77809,0.15723
12606,0.08966,-0.99540,0.95618
12656,2.35654,-0.72589,0.59079
12706,-0.94259,0.99877,0.04644
12757,-0.16814,0.82088,0.56416
12807,-0.02539,-0.74613,0.58440
12857,0.46782,-0.24332,0.37667
12906,0.56796,0.73139,0.56310
12957,0.53281,0.54391,0.59505
13006,0.84386,0.16893,0.53859
13059,0.88008,-0.33281,0.47787
13106,0.62442,-0.44785,0.66430
13155,0.22388,-0.05903,0.61316
13206,0.05450,0.56521,0.76123
13256,0.29525,-0.22202,0.96150
13306,0.12055,0.29890,0.55670
13357,-1.12901,3.07071,-1.14665
13407,-2.80680,1.27681,-3.03324
13456,-1.77882,-0.09951,-3.07052
13506,0.47848,1.54952,-1.49819
13556,0.41669,0.43205,-1.31390
13606,-0.17133,-1.20845,-0.85797
13656,-0.03924,-0.76424,-0.17407
13706,0.17488,-0.53521,0.56949
13756,0.43267,-0.51284,0.88161
13806,0.62122,-0.11975,0.61423
13856,-0.01794,-0.35198,-0.11228
13908,-0.00941,-0.30830,0.65790
13959,0.72242,-0.63960,0.45976
14006,0.84706,0.36707,0.82302
14068,-0.49198,1.12235,0.08479
14106,0.11948,0.38092,0.37348
14156,0.30590,0.18385,0.37028
14206,0.24092,0.46827,0.68347
14256,0.22707,0.13698,0.70158
14306,0.70218,-0.03560,0.50024
14356,0.86091,0.27759,0.40437
14410,0.74266,-0.22308,0.38094
14456,0.74266,-0.22308,0.38094
14507,0.15464,0.74950,0.67495
14556,0.04278,0.20302,0.80278
14606,0.38473,-0.50538,0.60358
14657,0.13014,0.06134,-0.02706
14706,-1.70425,2.52530,-2.47078
14756,-2.47870,3.07178,-3.44549
14806,0.79380,4.19883,-2.15759
14856,-1.34739,-0.20391,-1.29579
14907,-0.53246,1.16176,-0.86755
14956,-0.37373,0.60143,-0.28912
15008,-0.21501,0.57373,0.14338
15071,-0.04563,-0.01642,0.53859
15106,0.05131,-0.14106,0.67814
15157,0.69792,0.71435,0.79426
15206,0.14611,0.50556,0.10716
15256,0.10777,0.08904,0.74419
15306,0.72988,-0.06223,0.66003
15357,1.78343,1.62941,0.54179
15407,-0.56442,2.72876,-0.31362
15456,-0.66136,0.55882,0.13805
15506,0.17381,0.59930,0.43100
15556,-0.02433,0.92527,0.67601
15606,-0.01687,-0.17941,0.99772
15656,0.25477,-0.06542,1.14047
15707,0.58500,0.50449,1.22569
15756,1.14214,0.50556,0.58014
15807,0.76077,-0.36689,0.20091
15856,0.82043,-0.08566,-0.06435
15906,1.01644,1.56230,0.14871
15956,0.28460,1.24911,0.50770
16006,0.21642,0.76761,0.44911
16062,-1.90878,2.94821,-1.48221
16106,-2.85047,-0.15171,-2.50806
16156,-1.46457,0.78679,-2.33975
16207,-0.03605,2.88216,-1.76451
16257,-0.37054,-0.22095,-1.26916
16307,-0.43019,-0.85052,-1.15518
16356,-0.00941,-0.35305,-0.30083
16408,0.07474,-1.15306,0.35537
16457,0.20044,-0.99220,0.61103
16506,0.73094,-0.05371,0.55138
16558,0.08966,-0.42122,-0.01002
16606,0.41563,-0.41483,0.62168
16656,1.54587,-0.14425,0.68986
16707,-0.74551,0.23605,0.18812
16756,-0.19903,1.46643,0.33939
16806,0.18766,-0.57888,0.70478
16857,0.33573,-0.60871,0.76230
16906,0.51150,-0.06649,0.96257
16957,0.38367,-0.90805,1.01796
17006,0.98022,-2.02551,0.46829
17077,1.12403,-1.01777,-0.00043
17106,0.71923,0.42886,-0.09098
17157,0.11522,1.54952,0.18599
17207,-0.26508,1.54206,0.40011
17256,0.11842,0.10608,0.83687
17307,0.42202,-1.20526,1.02222
17358,1.23801,1.06482,0.37987
17406,-1.78947,4.74744,-1.47582
17456,-2.30506,-0.40950,-3.33471
17506,-1.23873,0.17959,-2.52085
17562,0.22281,1.72529,-1.65372
17607,-0.30662,0.00488,-1.27129
17657,0.04491,-0.62895,-0.99539
17707,-0.07439,-1.14880,-0.22627
17760,-0.08079,-1.10512,-0.12187
17806,0.20790,-0.57675,0.71117
17855,0.48061,0.09650,0.74099
17906,0.21429,-0.34772,0.15510
17956,0.28034,-0.85372,0.56629
18006,1.08035,-0.29020,0.54712
18075,-0.32367,0.44910,0.42035
18106,-0.40356,1.47282,0.48320
18156,-0.03285,0.27759,0.79639
18206,0.24199,-0.98049,0.73354
18256,0.43374,-1.11151,0.70264
18306,0.19299,-1.32350,0.59825
18361,0.73840,-0.29446,0.39691
18407,0.65318,0.35322,0.33513
18457,0.75225,0.17959,0.12740
18506,0.67875,0.02832,0.18067
18557,0.02681,0.16574,0.18173
18606,0.11203,0.35322,0.50770
18657,-0.08292,-0.43614,0.91144
18706,0.51896,-0.73548,0.27334
18756,-0.40569,4.28725,-1.04439
18806,-2.73543,1.26083,-2.48676
18856,-0.95750,-0.18473,-2.72857
18907,-0.21288,1.53247,-1.74853
18956,-0.27147,0.13591,-1.38634
